Artist and Title,daily,streams
Crowded House - Don't Dream It's Over,358827,548341882
Halsey - You should be sad,129815,548305652
Ozuna - Solita,165570,548155746
Ed Sheeran - Sing,93244,548134007
Rauw Alejandro - Cúrame,350346,548028342
Muse - Supermassive Black Hole,385180,547199047
Tego Calderón - Pa' Que Retozen,655336,546716824
Nicki Minaj - Only,158471,546301719
Cigarettes After Sex - Sunsetz,766504,546198230
NLE Choppa - Walk Em Down,208418,546046620
Drake - Way 2 Sexy,161046,546000800
Sech - Otro Trago,115073,545901304
Jack Johnson - Banana Pancakes,233278,545839226
Adele - Oh My God,238195,545710590
U2 - Beautiful Day,344976,545503081
Selena Gomez - Kill Em With Kindness,61572,545294538
Lil Nas X - HOLIDAY,89559,545155343
Jeremih - Don't Tell 'Em,187224,545025713
Gucci Mane - I Get the Bag,168717,544954364
Lykke Li - I Follow Rivers (The Magician Remix),346017,544954180
Ghost - Mary On A Cross,525084,544590881
"Taylor Swift - You're On Your Own, Kid",681770,544519681
Arctic Monkeys - Snap Out Of It,356360,544396573
J. Cole - G.O.M.D,152619,544223991
MØ - Final Song,53359,544049862
PUBLIC - Make You Mine,177712,544032147
Nicky Jam - Hasta el Amanecer,205676,543759797
Linkin Park - Bleed It Out,553330,543358063
Juice WRLD - Righteous,129164,543304843
Taylor Swift - the 1,462346,543070452
Ricky Montgomery - Line Without a Hook,394981,543067520
Brett Young - In Case You Didn't Know,235281,542904186
Jessie J - Price Tag,326116,542411485
Kanye West - Can't Tell Me Nothing,498208,542257858
DJ Luian - Verte Ir,117243,542016712
50 Cent - Just A Lil Bit,378844,541822154
Chris Brown - Loyal,229816,541722841
Queen - Radio Ga Ga,283195,541679593
John Mayer - Your Body Is a Wonderland,147496,541664913
Nick Jonas - Close,89054,541121342
Ice Cube - You Know How We Do It,451034,541001950
Julia Michaels - Heaven,167934,540954983
Soulja Boy - Crank That (Soulja Boy),314092,540922416
Nicky Jam - Te Robaré,72585,540890333
Eagle-Eye Cherry - Save Tonight,280828,540471710
Ed Sheeran - Lego House,160779,540379967
Lil Wayne - A Milli,252945,540134792
Lifehouse - You And Me,202539,540115577
BLACKPINK - Lovesick Girls,250497,540083445
Britney Spears - Womanizer,308406,540062412
Pitbull - Fireball,418594,540043920
Rammstein - Du hast,341608,539968457
Bad Bunny - Una Vez,279241,539945047
Ozuna - Dile Que Tu Me Quieres,261859,539943209
The Doobie Brothers - Listen to the Music,347113,539819197
Sia - Genius,268774,539768359
Guns N' Roses - Don't Cry (Original),395678,539644246
Hugh Jackman - The Greatest Show,172119,539510375
One Direction - They Don't Know About Us,178884,539287580
Timbaland - Apologize,314638,539231013
Astrid S - Hurts So Good,200905,539196284
Bad Bunny - PERRO NEGRO,2099738,539192223
Avril Lavigne - Sk8er Boi,311434,539022156
Dua Lipa - Blow Your Mind (Mwah),110393,538901778
Jack Harlow - Tyler Herro,244594,538785463
Nick Jonas - Jealous,176187,538726569
OneRepublic - Run,365884,538689694
XXXTENTACION - I Don't Wanna Do This Anymore,322028,538666077
The Chainsmokers - Who Do You Love,69794,538570562
"Earth, Wind & Fire - Let's Groove",341172,538410643
DJ Snake - Turn Down for What,136671,536695429
Alan Walker - All Falls Down,94388,536688096
Dusty Springfield - Son Of A Preacher Man,521994,536523134
Amy Winehouse - Valerie,259222,536453106
Arctic Monkeys - Arabella,256426,536418779
Logic - Everyday,58201,536059441
Linkin Park - Crawling,447382,536010015
Luis Miguel - La Incondicional,329558,535857267
Jessie J - Flashlight,152077,535615430
Jennifer Lopez - On The Floor,513896,535400666
John Mayer - Free Fallin',140714,534910102
The Ronettes - Sleigh Ride,8883,534889395
Jarabe De Palo - La flaca,328268,534783664
Jesse & Joy - Dueles,396736,534499831
Blue Öyster Cult - (Don't Fear) The Reaper,291399,534479675
Post Malone - Hollywood's Bleeding,234011,534411483
Doja Cat - Vegas (From the Original Motion Picture Soundtrack ELVIS),315223,534410535
Billie Eilish - listen before i go,217685,534336498
T.I. - Live Your Life,221718,533796772
Marshmello - One Thing Right,171733,533703353
"All Time Low - Dear Maria, Count Me In",270796,533312793
Kygo - Stargazing,52901,533008540
J Balvin - UN PESO,307391,532803393
Luke Bryan - Play It Again,250903,532782693
XXXTENTACION - Carry On,135614,532501742
DJ Khaled - GREECE,135707,532471617
The Weeknd - In The Night,184116,532349063
Ziv Zaifman - A Million Dreams,225370,532211150
Dwayne Johnson - You're Welcome,247680,531934315
Alexandra Stan - Mr. Saxobeat,560706,531766601
Starship - We Built This City,354810,531700183
Ozuna - Síguelo Bailando,183171,531657490
Drake - The Motto,227984,531497924
Michael Sembello - Maniac,418261,531414255
Roar - I Can't Handle Change,345663,530984775
Cardi B - Please Me,231883,530508156
Steppenwolf - Born To Be Wild,316330,530243143
Bishop Briggs - River,235709,530085505
Meghan Trainor - Dear Future Husband,249058,530052275
GoldLink - Crew,380943,529874024
Fuerza Regida - Bebe Dame,419800,529693976
*NSYNC - Bye Bye Bye,262967,529595319
The Neighbourhood - You Get Me So High,749866,529129605
PinkPantheress - Pain,793711,528931692
Unknown - Forever Young,309702,528629725
Roddy Ricch - High Fashion,114892,528613554
Flo Rida - Club Can't Handle Me,453777,528603091
Fujii Kaze - Shinunoga E-Wa,423673,528567484
Nicki Minaj - Super Freaky Girl,293096,528293584
Don Henley - The Boys Of Summer,305368,528201106
Pop Smoke - Invincible,369555,527865231
David Guetta - Play Hard,291980,527686415
Carlos Baute - Colgando en tus manos (con Marta Sánchez),341646,527682102
Sebastian Yatra - No Hay Nadie Más,200694,527631263
Pitbull - Hotel Room Service,569398,527485955
Romeo Santos - Eres Mía,374378,527137062
Al Green - Let's Stay Together,322283,526908452
Ed Sheeran - Give Me Love,113462,526301484
Tropical Florida - Club Can't Handle Me,436019,525910303
Jack Harlow - Lovin On Me,2570314,525838383
Lana Del Rey - Radio,632757,525687524
Lauren Daigle - You Say,200649,525648595
Aminé - REEL IT IN,167058,525533152
Lady Gaga - Applause,365298,525391293
Gym Class Heroes - Cupid's Chokehold / Breakfast in America,446790,524953325
Calvin Harris - Under Control,231016,524906164
System Of A Down - Lonely Day,491403,524812617
Travis Scott - 90210,490344,524616457
Billie Eilish - TV,578013,524439826
Black Eyed Peas - Meet Me Halfway,526869,524153580
OneRepublic - Lose Somebody,99865,524142038
Rita Ora - Anywhere,54376,524136251
Lil Tecca - Love Me,335791,524089603
Ariana Grande - pov,247642,523925713
Taio Cruz - Break Your Heart,381215,523810721
Martin Garrix - Ocean,74777,523765024
Bad Bunny - Después de la Playa,211712,523453635
Joji - worldstar money (interlude),291291,523306138
The Killers - Human,217640,523245953
SHAED - Trampoline,147309,523031520
Céline Dion - My Heart Will Go On,220017,522604036
Lizzo - Juice,138922,522005687
The Beach Boys - Wouldn't It Be Nice,316709,521935491
Selena Gomez - The Heart Wants What It Wants,144241,521209732
Rita Ora - Let You Love Me,88817,521099056
A Boogie Wit da Hoodie - My Shit,284522,521078969
ABBA - Mamma Mia,453522,521069319
Black Eyed Peas - MAMACITA,82025,520980723
Twenty One Pilots - Tear in My Heart,215188,520941135
Black Eyed Peas - GIRL LIKE ME,104268,520735752
Rauw Alejandro - 2/Catorce,176593,520694302
Dave - Location,231812,520483002
MARINA - Bubblegum Bitch,260884,520231932
Harry Styles - Kiwi,139178,520163182
Christina Perri - jar of hearts,162976,520155712
Three Days Grace - Animal I Have Become,422074,519978545
Daniel Caesar - Japanese Denim,289996,519793939
Super Yei - La Forma en Que Me Miras,296690,518329556
BLACKPINK - BOOMBAYAH,192752,518225996
Chris Rea - Driving Home for Christmas,9790,517952507
Pearl Jam - Alive,211375,517923310
2Pac - Changes,260765,517848052
Bee Gees - More Than A Woman,556662,517795361
George Michael - Faith,292445,517603313
"Daddy Yankee - Lo Que Pasó, Pasó",642410,517519619
Oscar Maydon - Fin de Semana,618850,517120276
t.A.T.u. - All The Things She Said,342004,516904315
Sam Cooke - (What A) Wonderful World,485595,516421889
Feid - CHORRITO PA LAS ANIMAS,490297,516274534
Calle 24 - Que Onda,1810977,516254169
Demi Lovato - Stone Cold,75808,516248509
Nickelback - Rockstar,252230,516245872
Logic - Homicide,115744,515472490
NLE Choppa - Camelot,301750,515369210
The Black Keys - Lonely Boy,429712,515189308
Daddy Yankee - La Rompe Corazones,148767,514870170
James Arthur - Car's Outside,774307,514520959
SZA - The Weekend,368766,514445785
Justin Bieber - Boyfriend,298986,514188884
Luke Combs - She Got the Best of Me,355652,513835798
"Roy Orbison - Oh, Pretty Woman",412562,513516647
50 Cent - Many Men (Wish Death),438987,513389405
Lil Wayne - Mirror,226781,513367287
KAROL G - AMARGURA,1391134,513322353
Trippie Redd - Miss The Rage,269022,513242177
Brent Faiyaz - Clouded,530013,513109532
Alexander 23 - IDK You Yet,213047,512942051
Steve Aoki - Just Hold On,40314,512936741
Tame Impala - Let It Happen,439753,512791478
Wolfine - Bella,98179,512755685
A$AP Rocky - L$D,132063,512744058
Danny Ocean - Fuera del mercado,290764,512731463
Deep Purple - Smoke on the Water,226680,512635964
Timmy Trumpet - Freaks,215600,512297004
Camila Cabello - Crying in the Club,87049,512086005
Gabry Ponte - Thunder,385145,511935218
Declan McKenna - Brazil,709932,511552924
Playboi Carti - wokeuplikethis*,158722,511292813
James Arthur - Falling Like The Stars,178003,511254123
Katy Perry - Part Of Me,406721,511121328
Bob Marley & The Wailers - Jamming,502180,510770381
Post Malone - Feeling Whitney,142617,510294187
Billie Eilish - my boy,124245,510271739
Redbone - Come and Get Your Love,374392,510068435
Luke Combs - Beer Never Broke My Heart,460430,509873085
Zedd - Happy Now,62932,509590715
Labrinth - All For Us,275315,509425166
Radiohead - Karma Police,351870,509302852
The Righteous Brothers - Unchained Melody,399492,509110322
Pia Mia - Do It Again,153477,509053552
Carin Leon - Primera Cita,1163282,509022249
Mumford & Sons - The Cave,160877,508667565
XXXTENTACION - BAD!,290722,508519619
FISHER - Losing It,214413,508318678
Piso 21 - Me Llamas,104939,508249509
Robbie Williams - Angels,329697,508170423
Metallica - The Unforgiven (Remastered),244135,508070740
Nelly - Hot In Herre,290195,508020318
Lil Wayne - Lollipop,278955,507749636
Sean Paul - Get Busy,345028,507502414
Alec Benjamin - Water Fountain,183040,507304683
House Of Pain - Jump Around,349523,507155835
Trippie Redd - 1400 / 999 Freestyle,133315,506992651
Little Mix - Woman Like Me,78438,506671920
Plan B - Candy,607962,505991660
Diplo - Heartless,328667,505876089
Ingratax - París,260487,505852612
Dua Lipa - We're Good,122282,505838509
Amy Winehouse - Rehab,249842,505795695
Selena Gomez - Fetish,223284,505626788
"Ciara - One, Two Step",356484,505584172
Troye Sivan - Angel Baby,369476,505541227
Pop Smoke - Element,322531,505449143
Armin van Buuren - Blah Blah Blah,183470,504564191
Bon Jovi - Always,256607,504401388
Soda Stereo - De Música Ligera,398848,504348778
Ramz - Barking,130282,504159775
Jessie J - Domino,462951,503899281
Quality Control - Baby,232934,503887420
Billy Joel - Vienna,776853,503854239
Evanescence - My Immortal,222835,503656719
Bad Bunny - Un Coco,294165,503448921
Selena Gomez - Bad Liar,53957,503400203
Imanbek - Belly Dancer,497540,503357496
Ozuna - El Farsante,297902,503269668
NewJeans - Hype Boy,443100,503193248
Ozuna - Caramelo,73382,502910402
A$AP Rocky - Sundress,740768,502430147
Warren G - Regulate,221422,502175924
Nate Dogg - Regulate (J. Period Remix),221422,502175924
Juice WRLD - Black & White,172156,502046260
Ava Max - My Head & My Heart,184038,501759851
Beach Bunny - Prom Queen,589045,501700207
George Harrison - My Sweet Lord (2014 Remaster),234746,501643610
"Mobb Deep - Shook Ones, Pt. II",270037,501256746
Shania Twain - You're Still The One,322457,501253421
Lil Skies - Nowadays,60484,500686016
Twenty One Pilots - Chlorine,230212,500637439
BROCKHAMPTON - SUGAR,92340,500149454
Tyla - Water,2555327,499875822
Kane Brown - What Ifs,230022,499489542
Kendrick Lamar - Poetic Justice,236410,499452476
The Human League - Don't You Want Me,398376,499394067
Taylor Swift - Bejeweled,548414,499344793
Shakira - Can't Remember to Forget You,305097,499320887
Dan + Shay - Speechless,113167,499291792
José González - Heartbeats,204531,499143106
Green Day - When I Come Around,367352,498939017
Bad Bunny - Otra Noche en Miami,215161,498880371
Jonas Brothers - Only Human,100764,498783268
Limp Bizkit - Rollin' (Air Raid Vehicle),447710,498588547
Eminem - Sing For The Moment,243146,498562785
J Balvin - Ginza,296741,498066192
Vundabar - Alien Blues,465912,497980688
Kygo - Happy Now,65619,497699204
Doja Cat - Like That,185711,497637087
XXXTENTACION - NUMB,140082,497406528
Lil Jon & The East Side Boyz - Get Low,267263,497335867
Katy Perry - Harleys In Hawaii,285579,497199694
Chance the Rapper - No Problem,56794,497188165
Ashnikko - Daisy,194928,497088984
Kenny Loggins - Danger Zone,270422,496820340
Brent Faiyaz - Trust,380798,496762005
Aqua - Barbie Girl,368363,496760614
David Guetta - This One's for You,123493,496545029
Jonas Brothers - What A Man Gotta Do,112222,496527305
Justin Timberlake - Say Something,127291,496468327
Billie Eilish - COPYCAT,137314,496342205
Hozier - Work Song,702532,496220403
Rex Orange County - Loving Is Easy,122459,495730256
Ryan Castro - Jordan,551623,495402464
Paul McCartney - Wonderful Christmastime,7255,495366442
Andy Grammer - Don't Give Up On Me,154932,495070731
The Strokes - Reptilia,256492,495012341
DJ Snake - You Know You Like It,132934,494759154
Billie Eilish - my strange addiction,144094,494715826
Myke Towers - Si Se Da,234828,494611651
Kesha - Praying,91325,494523492
Eminem - Shake That,235287,494463272
Bad Bunny - Soy Peor,150518,494427890
Rihanna - What's My Name?,323193,494407336
Backstreet Boys - Everybody (Backstreet's Back),357228,494170034
Black Eyed Peas - Just Can’t Get Enough,524683,494125688
Slipknot - Before I Forget,346091,493756775
Jung Kook - Standing Next to You,2422140,493566700
The Pointer Sisters - I'm So Excited,273489,493075749
Various Artists -,375309,492940458
Reik - Amigos Con Derechos,145818,492641073
Niall Horan - Too Much To Ask,71474,492428581
Drake - Started From the Bottom,124946,491820212
Ellie Goulding - On My Mind,96627,491295894
Christian Nodal - De Los Besos Que Te Di,365225,491290065
The Living Tombstone - My Ordinary Life,337074,491145354
Run–D.M.C. - Walk This Way,214168,491141045
Aerosmith - Walk This Way,217939,491141045
Joel Corry - OUT OUT,252343,491139587
Drake - Energy,118671,490604833
Mon Laferte - Tu Falta De Querer,364445,490571872
Pritam - Kesariya,304426,490416455
Beyoncé - Partition,143772,490327021
Rvssian - Nostálgico,168499,490257516
Cults - Always Forever,571373,489833070
Yiruma - River Flows In You,175751,489387712
Billie Eilish - bitches broken hearts,137828,489355989
Drake - Don’t Matter To Me,80504,489030673
Coyote Theory - This Side of Paradise,329466,488857904
Ella Mai - Trip,196971,488742022
Nat King Cole - The Christmas Song (Merry Christmas To You),11886,488544283
Elle King - Ex's & Oh's,171087,488532409
Bing Crosby - I Wish You A Merry Christmas,10926,488520870
Nat King Cole Trio - The Christmas Song (Chestnuts Roasting On An Open Fire),11038,488509710
Calvin Harris - Sweet Nothing,209638,488477402
Tory Lanez - Say It,271549,488454249
Sum 41 - In Too Deep,290694,488349147
Lil Wayne - 6 Foot 7 Foot,183537,488150438
Calboy - Envy Me,67695,487993662
Xmas Classics - The Christmas Song (Merry Christmas to You),42552,487917823
Camila Cabello - Don't Go Yet,144461,487905904
Kanye West - All Mine,202085,487700566
Polo G - 21,241327,487558054
Tiësto - 10:35,617261,487275277
Quevedo - VISTA AL MAR,341399,487207209
Carly Rae Jepsen - I Really Like You,122622,487115589
HVME - Goosebumps,111051,487087604
Kanye West - Ghost Town,317979,486808941
Norman Greenbaum - Spirit In The Sky,206285,486719412
Lizzy McAlpine - ceilings,618311,486718799
Kylie Minogue - Can't Get You out of My Head,415981,486272928
T.I. - Whatever You Like,178588,486127361
Dire Straits - Money For Nothing,307589,486037551
Norah Jones - Don't Know Why,272695,485929275
Pop Smoke - Got It On Me,244269,485712065
Carolina Gaitán - La Gaita - We Don't Talk About Bruno,220538,485711682
Pitbull - International Love,426281,485540358
Eminem - When I'm Gone,124021,485445470
Lady Gaga - Bloody Mary,385322,485443540
Bing Crosby - White Christmas,6342,485389933
Mura Masa - Love$ick,179450,485212982
Roy Woods - Drama,195722,485144704
Pink Floyd - Money,187739,485107189
Billie Eilish - Happier Than Ever,175588,484793679
David Bowie - Heroes,206001,484733887
mgk - I Think I'm OKAY,133487,484676380
Ginuwine - Pony,175925,484605470
Daddy Yankee - Limbo,333746,484580733
Morat - No Se Va,487518,484485066
Ozuna - Tú Foto,208898,484132389
Ayo & Teo - Rolex,93942,484085226
Camila Cabello - Liar,70664,483952766
Reik - Ya Me Enteré,262886,483602409
Chino Pacas - El Gordo Trae El Mando,859902,483463567
"Lauv - fuck, i'm lonely",55456,483447996
Taiu - Rara Vez,784414,483405320
Famous Dex - JAPAN,61432,483214280
IAmChino - Ay Mi Dios,109046,483196861
Calvin Harris - I Need Your Love,171554,482863168
Romeo Santos - Bella y Sensual,157111,482576598
Camilo - Favorito,79758,482554255
Keyshia Cole - Love,897234,482350322
$uicideboy$ - Paris,300867,482310821
Nacho - Báilame,93692,482231534
System Of A Down - Aerials,332957,482052605
The Fray - You Found Me,172504,482031740
Third Eye Blind - Semi-Charmed Life,288928,481896142
"Four Tops - I Can't Help Myself (Sugar Pie, Honey Bunch)",392532,481760115
NF - If You Want Love,144067,481479585
G-Eazy - I Mean It,91103,481465458
NewJeans - Super Shy,778786,481459718
Ariana Grande - Everyday,303408,481322829
Spin Doctors - Two Princes,222968,481254790
Bobby Shmurda - Hot N*gga,135999,481154453
JAY-Z - Run This Town,433190,481042871
J Balvin - Azul,121573,480983990
Travis Scott - 5% TINT,483287,480875042
Daft Punk - Get Lucky,254482,480684748
Sebastian Yatra - Chica Ideal,212593,480647363
V - Love Me Again,1818981,480635528
Bad Bunny - Un Ratito,196993,480518551
Kane Brown - Heaven,218297,480239753
Juice WRLD - Empty,177869,480229040
Talking Heads - Psycho Killer,282138,480114875
Duki - She Don't Give a Fo,284645,480079014
Vance Joy - Mess Is Mine,140075,479963117
BTS - Spring Day,211107,479843837
Nelly - Just A Dream,236973,479829872
NLE Choppa - Shotta Flow,203790,479725084
Hozier - Someone New,371737,479710252
Selena Gomez & The Scene - Who Says,237296,479595746
Taylor Swift - End Game,298238,479382033
The Kid LAROI - GO,114556,478940647
Cochise - Tell Em,353992,478693077
Matt Simons - Catch & Release,183770,478564050
J Balvin - Morado,101537,478393572
Chuck Berry - Johnny B. Goode,351747,478238564
Juice WRLD - Let Me Know (I Wonder Why Freestyle),333053,478224404
Rels B - cómo dormiste?,430120,478187131
Ariana Grande - motive,214255,478140059
Shakira - Monotonía,459993,477944907
Andy Grammer - Fresh Eyes,108628,477938105
Hozier - Cherry Wine,231717,477698405
J. Cole - Neighbors,144645,477698255
Calibre 50 - Si Te Pudiera Mentir,248747,477692164
2 Chainz - It's A Vibe,62642,477687122
The Notorious B.I.G. - Mo Money Mo Problems,198989,477640470
Ricky Montgomery - Mr. Loverman,312238,477364685
Two Feet - I Feel Like I'm Drowning,369612,477256669
Etta James - At Last,338606,476978955
The Weeknd - Acquainted,172120,476936945
ThxSoMch - SPIT IN MY FACE!,545591,476852570
Jeremy Zucker - all the kids are depressed,103005,476606439
Luniz - I Got 5 On It,267031,476494273
Eric Carmen - Hungry Eyes,301076,476244795
Social House - Magic In The Hamptons,171048,476101298
Stromae - Papaoutai,249711,476035226
Mac DeMarco - For the First Time,574348,475894816
Michael Jackson - Don't Stop 'Til You Get Enough,236915,475886298
Future - Fine China,96392,475824282
Twenty One Pilots - Car Radio,110122,475657612
The Red Jumpsuit Apparatus - Face Down,297518,475418636
Lil Peep - beamer boy,171379,475165055
John Mayer - Slow Dancing in a Burning Room,189819,475072247
DVRST - Close Eyes,277192,475071977
Steve Miller Band - The Joker,222718,474861305
Harry Styles - Matilda,470435,474835630
David Bowie - Starman,342444,474727122
SAYGRACE - You Don't Own Me,352094,474515360
JID - Surround Sound,1291607,474381522
Vance Joy - Georgia,128344,474345181
Peter Bjorn and John - Young Folks,273436,474175960
Sufjan Stevens - Mystery of Love,249786,474055175
Selena Gomez - Baila Conmigo,68751,474010256
Tame Impala - Feels Like We Only Go Backwards,267765,473867998
Madison Beer - Reckless,395589,473501879
YNW Melly - 223's,144771,473397204
Unknown - Young Folks,289450,473303642
Drowning Pool - Bodies,248493,473262113
Eslabon Armado - Jugaste y Sufrí,245453,472982885
Xavi - La Diabla,3548974,472890911
Rihanna - Kiss It Better,511383,472812961
NEIKED - Better Days,170104,472720182
Lana Del Rey - Diet Mountain Dew,437450,472441920
Piso 21 - Te Amo,143751,472230533
Mary J. Blige - Family Affair,445961,472203311
21 Savage - No Heart,123040,472179664
Savage Garden - Truly Madly Deeply,226655,472041974
Farruko - La Tóxica,65051,472026598
Lil Uzi Vert - Sanguine Paradise,129532,471802428
Meghan Trainor - Me Too,221093,471435594
Drake - 0 To 100 / The Catch Up,88063,471384993
Galantis - Heartbreak Anthem,222469,471365613
Keane - Everybody's Changing,293578,471285591
Bad Bunny - Solo de Mi,102601,471215871
Migos - T-Shirt,70893,471182201
Hailee Steinfeld - Capital Letters,91663,471139085
Michael Jackson - Rock with You,538083,471119400
J Balvin - In Da Getto,179991,470984510
Jung Kook - 3D,1412578,470903197
Red Hot Chili Peppers - By the Way,243895,470756163
"Grover Washington, Jr. - Just the Two of Us",282093,470439076
Belinda Carlisle - Heaven Is A Place On Earth,305048,470406918
Chris Brown - Forever,282532,470379818
Billie Eilish - Six Feet Under,149973,470321793
Jennifer Lopez - Ain't Your Mama,123010,470100419
Camila Cabello - Shameless,622241,470028965
Halsey - Now Or Never,40984,469998018
cassö - Prada,1707493,469940042
benny blanco - Roses,77607,469930931
Eric Clapton - Wonderful Tonight,284530,469749639
Billy Joel - We Didn't Start the Fire,360810,469324674
Weezer - Say It Ain't So,283012,469188784
Christian Nodal - No Te Contaron Mal,333070,469181681
Joel Corry - BED,138360,468959927
"Flo Rida - I Don't Like It, I Love It",64678,468668803
Romeo Santos - Imitadora,346890,468510549
Kid Cudi - Mr. Rager,396058,468475254
Vegedream - Ramenez la coupe à la maison,192606,468427794
Clairo - Bubble Gum,290262,468417355
Bob Marley & The Wailers - One Love / People Get Ready,425249,468392134
Jubël - Dancing In The Moonlight,198704,467912405
Pablo Alborán - Saturno,268111,467909991
Morgan Wallen - More Than My Hometown,376009,467790081
Michael Bublé - Feeling Good,269468,467486752
Blondie - Call Me,422366,467460613
Zach Bryan - I Remember Everything,2047595,467122268
Harry Styles - Fine Line,349909,466780516
Zara Larsson - Ain't My Fault,106234,466769695
Juice WRLD - Hide,189840,466580270
"Russ - Psycho, Pt. 2",115227,466572889
Baby Bash - Suga Suga,216592,466327292
girl in red - i wanna be your girlfriend,240345,466101196
OneRepublic - Wherever I Go,129352,466015765
Jordin Sparks - No Air,188595,466003454
Frank Ocean - White Ferrari,434764,465985195
Destiny's Child - Survivor,200448,465703876
Skrillex - Bangarang,98008,465195481
Aventura - Obsesion,379723,465174024
KISS - Rock And Roll All Nite,274488,465108628
Linkin Park - Papercut,429567,464824879
Kid Rock - All Summer Long,182965,464819315
Nicki Minaj - Anaconda,162714,464736320
Bakar - Hell N Back,534216,464534359
"Frankie Valli & The Four Seasons - December, 1963 (Oh What a Night!)",245670,464477662
Carly Simon - You're So Vain,295619,464406760
LISA - LALISA,419236,464280811
Paramore - Ain't It Fun,238814,464061095
Blind Melon - No Rain,261729,463883821
David Guetta - Like I Do,55879,463610780
Korn - Freak On a Leash,432439,463459135
Sech - Relación,66566,463423110
Linkin Park - Somewhere I Belong,450760,463395005
6ix9ine - GOOBA,97448,463372615
Lana Del Rey - Cinnamon Girl,618470,463120977
Melanie Martinez - Pacify Her,297012,462935499
Hillsong UNITED - Oceans (Where Feet May Fail),220757,462927960
Omarion - Post to Be,105363,462518105
Black Sabbath - Iron Man (2009,256989,462425328
The Smiths - This Charming Man,406552,462295712
The Police - Message In A Bottle,251831,461863978
Liana Flores - rises the moon,587680,461654054
Drake - From Time,171431,461541466
Bob Marley & The Wailers - Buffalo Soldier,283135,461522441
Trueno - Mamichula,1181515,461482600
2 Chainz - We Own It (Fast & Furious),172536,461466598
Tina Turner - What's Love Got to Do with It,236445,460906986
Justin Bieber - Confident,321008,460786144
León Larregui - Brillas,360277,460775523
SLANDER - Love Is Gone,320617,460558879
OneRepublic - I Lived,317367,460508873
Kygo - First Time,51658,460482163
Alex Rose - Toda,254842,459980141
Loreen - Tattoo,778705,459821858
Alien Ant Farm - Smooth Criminal,242842,459795117
Fools Garden - Lemon Tree,303396,459651208
Jess Glynne - I'll Be There,137254,459383373
Shakira - La Tortura,330890,459270215
Alicia Keys - Fallin',228514,459148364
Los Ángeles Azules - Nunca Es Suficiente,275635,458892873
The Weeknd - Take My Breath,78565,458887965
TWICE - FANCY,231925,458876131
PSY - Gangnam Style (?????),269761,458786656
The Turtles - Happy Together,261429,458647536
Mother Mother - Hayloft,211939,458558528
Metallica - For Whom The Bell Tolls (Remastered),284976,458459320
Khalid - Coaster,65468,458424852
King Von - Took Her To The O,508078,458306072
Miley Cyrus - When I Look At You,149159,458225667
Jeremih - Birthday Sex,279961,458178108
Marshmello - El Merengue,965287,457984794
Red Hot Chili Peppers - Dark Necessities,156457,457926048
KAROL G - Créeme,190482,457720429
Linkin Park - BURN IT DOWN,192357,457676705
"Yann Tiersen - Comptine d'un autre été, l'après-midi",193042,457498435
Lil Uzi Vert - Erase Your Social,125604,456997847
Elvis Presley - Jailhouse Rock,250425,456978121
flora cash - You're Somebody Else,189108,456772316
CNCO - Hey DJ,65337,456707439
Fall Out Boy - Immortals,184602,456630373
Red Velvet - Psycho,207889,456545299
The Chainsmokers - Sick Boy,52470,456529890
Childish Gambino - Les,609451,456405382
The Beatles - Twist And Shout,412202,456330513
Tiago PZK - Entre Nosotros,197810,456295647
Ed Sheeran - Kiss Me,79147,456175176
Khalid - Saved,48942,456057244
Prince - Purple Rain,211584,455640970
Juice WRLD - Smile,104417,455483398
Billie Eilish - hostage,170393,455357191
"Tame Impala - New Person, Same Old Mistakes",341946,455066296
Måneskin - ZITTI E BUONI,211448,455036174
Ozuna - Baila Baila Baila,182221,454984829
Bad Bunny - NI BIEN NI MAL,71463,454819443
Young Money - Trophies,196792,454649079
Jaymes Young - Happiest Year,197993,454372818
Daddy Yankee - Vuelve,214542,454269554
Shaggy - Angel,298184,453932343
Maren Morris - The Bones,138374,453843773
Myke Towers - Diosa,166820,453840248
Billie Eilish - xanny,96768,453745606
Ne-Yo - Because Of You,323237,453708569
David Guetta - When Love Takes Over,291811,453511093
Trippie Redd - Dark Knight Dummo,137259,453429269
6LACK - PRBLMS,99547,453267118
Mora - 512,250623,453221632
Young Thug - Relationship,115842,453097428
Fuerza Regida - Ch y la Pizza,423925,452747413
Vampire Weekend - A-Punk,240395,452743586
Ed Sheeran - Afterglow,127106,452729432
Sublime - What I Got,202979,452529705
Banda MS de Sergio Lizárraga - El Color de Tus Ojos,367150,452395388
Haley Reinhart - Can't Help Falling in Love,175295,452297137
The Neighbourhood - Reflections,694235,452262875
